reviewId,userName,score,at,content,thumbsUpCount,appVersion,replyContent,repliedAt
31ef074a-5dd3-4dc6-8dee-33231fb64e88,Dharm Rajput,5,2026-01-05 23:20:42,good 😊 sarvice 😊,0,4.95.1,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2026-01-05 23:22:35
600bc17f-c559-418c-b2e4-8868f49ce5b0,Nikhil Regi,5,2026-01-05 23:19:33,Awesome,0,4.99.1,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 23:22:33
359128e4-9b01-4062-a6db-90bded3eeb1f,Pawan Pandey,5,2026-01-05 23:19:31,👌,0,4.99.1,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2026-01-05 23:22:35
b6633d59-71dd-45df-88ad-917de730448b,Santosh Kumar Santosh Kumar,5,2026-01-05 23:18:24,osoum hai app,0,4.99.1,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 23:22:34
7396a2c7-1be4-4085-ba47-745ef42bc62e,Janu Janu,3,2026-01-05 23:17:24,good,0,4.98.0,"Hey there, thanks for the rating! This motivates us to keep serving you better with every order. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email at swiggysocial@swiggy.in",2026-01-05 23:43:08
f9ed1de4-2378-40bb-b0ad-0cfee2e1522d,Debanjan Pandit,1,2026-01-05 23:14:37,"Buy 1 Get 1 Free offer was shown on the app, but only one item was delivered. I contacted support multiple times but no proper resolution was provided. This feels misleading and unfair.",0,4.99.0,"Hi there, we did not mean to keep you waiting for your order. Please share your order ID by writing to us at swiggysocial@swiggy.in and allow us the chance to have this checked for you.",2026-01-05 23:22:37
d1992410-36d0-4dc8-a4cc-1de015f8b208,Vikas Singh,1,2026-01-05 23:13:20,"app goes balnk when you need it most, this his happening with me 3rd time, I have booked restaurant and at the time of payment app doesn't work",0,4.99.1,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2026-01-05 23:22:34
b8659d92-3bef-4fb2-a334-28c66c8028d2,Rahat Firdous,1,2026-01-05 23:12:49,now it's expensive 😔,0,4.99.1,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2026-01-05 23:22:36
c1998379-28c3-4c0f-bc69-43d5163f5966,Gts Hod,1,2026-01-05 23:10:25,"I am using the app since 5 years. Now i can say that in 2026 due to their AI Bots, this is the most disgusting app ever i can rate here. Please Please Please Remove your AI Bots and let your agent do some work. Pathetic",0,4.99.1,"Hey there, we would like to understand more about this issue. Please share the order ID via email to swiggysocial@swiggy.in for a quick check and we will get back to you at the earliest.",2026-01-05 23:12:26
49cd671b-411f-4599-b200-545a3fda2797,Rathod Asvin,5,2026-01-05 23:08:07,happy,0,4.99.1,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2026-01-05 23:12:27
a58adfa3-305a-462c-a34a-76bbef788f02,Gopal Dutta,5,2026-01-05 23:07:19,good,0,4.99.0,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 23:12:28
9474fa2a-ec22-487e-993f-a937c96605b5,Shruti Yadav,1,2026-01-05 23:06:52,bad service,0,4.99.0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2026-01-05 23:12:28
a9aca5a1-1fae-4438-adad-50e14f61859b,Norzom,1,2026-01-05 23:06:02,"it's totally unfair,late our order by more than an hour n not even cancelling and refunding our order until so many customer calls,finally they cancelled n refunded, disgusting",0,4.99.1,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2026-01-05 23:12:26
4a930bfb-949c-4a9b-9673-71be404c6017,Shivam Yadav,5,2026-01-05 23:04:48,Best,0,4.99.0,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2026-01-05 23:12:25
5cc8ab5a-734b-4833-8ee2-c95ad70e9678,jajati pradhan,1,2026-01-05 23:02:32,taking so much time always,0,,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2026-01-05 23:12:27
7f7a316e-4aa3-4d17-ba1b-a03055887ef9,abhishek saini,5,2026-01-05 23:01:50,woow,0,4.97.1,"Hey there, it's a bliss to see that our service brought a smile to your face. We'll endeavour to keep it up. Keep Swiggying. 😊",2026-01-05 23:40:04
87160274-6304-4247-a85c-b9099dc89988,Sabir Khan,3,2026-01-05 23:00:12,good good,0,4.99.1,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 23:02:41
32fd9f40-3dd0-4314-adf7-5615521776ad,Sridevi,5,2026-01-05 22:58:39,good,0,4.99.1,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 23:02:41
ccc33de5-25ed-4699-ac7a-491261382e6a,NITHIANUSH CIVIL,5,2026-01-05 22:54:40,nice 🙂,0,4.99.1,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2026-01-05 23:02:40
01317071-b2dd-47dd-b0b6-e870431bab28,Majid Khan,5,2026-01-05 22:46:56,nice 👍,0,4.99.1,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2026-01-05 22:52:32
e3eeaf8d-e33f-4c01-8fb0-0fc6cd59e790,Hemanth,5,2026-01-05 22:45:10,food are sp,0,4.99.1,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 22:52:34
933a2b1e-2259-499b-b96a-61d2a85c1815,Anna Jadhav,4,2026-01-05 22:43:39,Best,0,4.96.4,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2026-01-05 22:52:33
c2f3166e-8823-43ba-a015-9cde887c8134,Bramhi Parishwad,1,2026-01-05 22:41:48,"Worst experience with Swiggy ever, firstly the chatbot and also the support team takes centuries to revert back to the queries related to your prepaid order(where they take the full prepaid amount as the cancellation fee) and they try to convince you saying that is what the Swiggy policy says. PS - Did not have an option to give 0 stars so had to give 1 star. Good bye",0,4.99.0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2026-01-05 22:42:46
6870c06e-590d-45d3-896a-81314fb2b35b,Revendra Thakur,5,2026-01-05 22:39:56,bahut badhiya,0,4.99.0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 22:42:43
4dff20fd-e05e-4897-9aa9-acea776a884e,Pushkar Chaudhary,1,2026-01-05 22:36:22,very bad 😞. wedges quantity is too low I am very disappointed 😔,0,,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2026-01-05 22:42:44
cdc38da7-fa55-4d6b-8cd7-a9c486c0246a,Govind,4,2026-01-05 22:36:13,good service,0,4.99.1,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2026-01-05 22:42:44
ae4b86d9-6f9d-4631-84ef-16d7c0eae632,Ronyy King,5,2026-01-05 22:35:58,tufa...🎯👍❤️‍🩹🪽,0,4.99.0,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2026-01-05 22:42:45
f0c88e6b-e99a-45b2-8bc6-eb3a636800ee,prathmesh vibhute,1,2026-01-05 22:34:24,"Dear sir / Ma'am This is feedback to you with full of sencearity I am 1st time user of this app please make sure to make UI so much neat, Clean, Simple and Clear for user-friendly experience can take example of Apple's Marketing strategy Thank you 🙏",0,,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2026-01-05 22:42:46
3ce99259-58eb-4dc6-b253-3da2bf9ef7d5,DHAVAL MADIA (sonu),1,2026-01-05 22:33:58,one of the Worst Application. no Support from Customer care regarding Money Refund.. #avoidswiggy,0,4.99.1,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2026-01-05 22:42:45
ae6c8641-9134-4f39-abfd-3ca2cb29c3a8,revanth yalamanchili,4,2026-01-05 22:23:01,ok,0,4.99.0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 22:32:49
0e069b92-a3b8-459f-8599-f48b3c6eb006,Meenakshi Sawmi,5,2026-01-05 22:21:40,fast delivery good service 👍,0,4.99.0,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2026-01-05 22:22:34
75d711d2-fe95-43e1-99c8-ad7d6d60dadc,Arijit Law,1,2026-01-05 22:21:30,delivery is very very late,0,4.99.0,"Hey there, we are sorry for any delay in delivering your order. Kindly share the order details by writing an email at swiggysocial@swiggy.in, we'll have it checked.",2026-01-05 22:22:35
19e788c3-7627-4bff-8fb5-8a30d57db0b8,Lalit Agarwal,1,2026-01-05 22:20:00,no customer support,0,4.99.1,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2026-01-05 22:22:36
bf8dd77d-46c0-410b-93ed-7e6cd99fb8d9,JN “M” AMMA,1,2026-01-05 22:17:58,so bad,0,,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2026-01-05 22:22:33
1e9a5a6f-b949-4d70-ac45-674dbff97168,Janga Shiva,1,2026-01-05 22:11:25,"worest expresence, order takes delay by 1hr 30min, still the order was not picked up, pls don't order food after 8:30pm",0,4.99.0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2026-01-05 22:12:32
b132d90c-6fee-40a2-a68c-36a6209f301f,Rajesh Bhati,5,2026-01-05 22:09:26,great,0,4.99.1,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2026-01-05 22:12:32
b4d583ef-5c47-4999-9bd1-2f99be6519d1,Satyam Ghosh,5,2026-01-05 22:05:56,good,0,4.99.1,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2026-01-05 22:12:33
195f2965-97eb-48c4-99b9-ca08add2e8d7,Divyaprakash,4,2026-01-05 22:05:11,super,0,,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2026-01-05 22:12:31
ddb92a13-2214-41d9-b0f3-690491676fb3,Suraj Lama,5,2026-01-05 22:02:29,🙂,0,4.99.1,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2026-01-05 22:12:31
41f3bf91-9a66-4496-8af2-90956d99d0fd,Gaurav Kumar,1,2026-01-05 22:01:01,"worst experience, by mistake i ordered something and just after that I requested the cancellation, it is giving me the moral values like please don't cancel all the efforts will go to waste. please understand this, as a person I have the option to not pickup the call of the agent, but still on hard note I have to pay the money. Swiggy look into this.",0,4.99.0,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2026-01-05 22:02:26
37d03e6b-3a84-430c-953d-4ed69f40d18f,Soumith Soman,1,2026-01-05 21:59:56,"The Worst Service Ever, No proper delivery system, Delayed delivery Updated On 05 Jan 2026 No customer care, Poor service",0,4.99.0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2026-01-05 22:02:29
0f7fc8fe-2bae-447a-b614-bb8283ac19e4,Ashok Rajbhar,5,2026-01-05 21:59:27,best,0,4.99.1,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2026-01-05 22:02:27
fad9053d-da22-41a1-94c1-8b3b0a43b2d9,Manoj Joshi,5,2026-01-05 21:59:14,super,0,4.99.1,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2026-01-05 22:02:26
f99ca52b-d6af-4e06-a7fc-fb71996dc810,chinki J,1,2026-01-05 21:57:14,In swigy app balance in showing in pending I hve cumpltd the task but still dnt add in swigy money I hve ask in custmr suport still dnt gt response,0,4.99.1,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2026-01-05 22:02:28
3620e4d2-3876-4eee-b122-892751635183,Anil kumar Chunchu,5,2026-01-05 21:55:31,good,0,4.99.1,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 22:02:26
fd2b98fd-b923-48dd-900d-834c5dc7df4b,anil patil,1,2026-01-05 21:54:58,useless service providing.,0,,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2026-01-05 22:02:28
d2866c9b-753a-4f20-baf6-fc88aa597e20,Bankhraw kupar Nongrum,5,2026-01-05 21:53:48,best app,0,4.99.1,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2026-01-05 22:02:30
71a767dc-41f8-458b-b7af-baa22e9f98ea,Snehasish Sanfui,5,2026-01-05 21:51:15,good fast fastest,0,4.99.0,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2026-01-05 21:52:25
5a5a60d7-9318-4bb6-8359-0e172c5f5704,Mukesh Patel,3,2026-01-05 21:48:58,very good,0,4.99.1,"We appreciate your review. However, we would like to hear about how we can improve ourselves to get a 5-star rating. Please do write to us swiggysocial@swiggy.in from your registered email address with your valuable insights on improvement.",2026-01-05 21:52:26
d67e3fae-6606-4bf0-ac78-def6a20904d8,Rahul Singh,5,2026-01-05 21:48:46,Good,0,4.99.1,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 21:52:26
60fbca16-d90d-44c5-92e1-2cad733f715e,Ashish Srivastav,1,2026-01-05 21:44:48,your team not responding proper order related not issue not solved... very bad services.. we will not use app next order,0,4.99.0,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2026-01-05 21:52:28
ed0f618b-7474-42eb-a8bf-8409cc200c19,Rahul Mishra,5,2026-01-05 21:43:47,good,0,4.99.1,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2026-01-05 21:52:26
a1f81d71-9f40-4109-9e0c-94d18fb31eab,SLG IMAGES RAJU,4,2026-01-05 21:42:57,super 💯,0,4.99.1,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",2026-01-05 21:52:27
fb86c86b-4a0c-4699-b960-08be6eeb5e94,SüBiR KüMaR,5,2026-01-05 21:41:35,good,0,4.99.0,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2026-01-05 21:42:34
d76cba33-8ecb-4b63-99ae-f8ee0f11da7e,Kanmani Saravanan,5,2026-01-05 21:41:19,gud,0,4.99.0,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2026-01-05 21:42:34
d7e69218-9aeb-492b-9ad8-308ab364eabc,Ramesh Rawat,5,2026-01-05 21:40:47,good,0,4.99.0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2026-01-05 21:42:35
d0c159e5-897f-46eb-8a73-bb90a8945a0e,Govind Tomar,5,2026-01-05 21:38:11,Good Service Fast Delivery,0,,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2026-01-05 21:42:31
165098ef-c888-49b2-b5e8-923f653f7b11,Bhawana Singh,1,2026-01-05 21:36:02,1 star to catch your teams eyes I really like swiggy but most restaurants selling gravy dishes like panner don't mention the quantity in mg Or ml most of the time I get confused and in a past order of chole bhature i ordered 2 plates got 4 bhatura's but only one bowl of chole idk cause I order first time from that restaurant and it was when I sneaked it from my family so I couldn't talk with the delivery agent but still hope I got 2 individual bowl of chole in one bowl 😀😘👍💯,0,4.99.1,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2026-01-05 21:42:32
ad8c208c-e9d0-40f0-b5aa-932cb64dee57,Ram Nathan,1,2026-01-05 21:36:02,"change your name to laggy, food is always late and cold",0,4.99.0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2026-01-05 21:42:33
11feba90-a2c3-4515-a02a-75ad038addf5,Sohel Khan,5,2026-01-05 21:35:04,good,0,4.99.1,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2026-01-05 21:42:33
7d59b3b7-a2d8-4948-941d-833e4f5ae921,Md Akbar Khan,1,2026-01-05 21:31:44,bohot bekar 😑 koi use maat karna,0,4.99.1,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2026-01-05 21:32:32
45de564e-6a3f-42f3-8d84-826966b20f36,Muzammil Malik Muzammil Malik,5,2026-01-05 21:31:35,good experience,0,4.99.1,We are happy to hear such positive feedback. 🙂,2026-01-05 21:32:35
66eb13a4-444b-4e2b-95b2-8e731bf4f470,Sayani Das,5,2026-01-05 21:31:27,excellent,0,,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2026-01-05 21:32:28
8a055c06-7c5f-4161-aa7a-28e91bd00e2a,Sahaana,2,2026-01-05 21:30:00,we can't do anything if items are missing from the order,0,4.99.0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2026-01-05 21:32:29
663a8227-0044-49e6-b8c4-c39282bbb6be,Abhishek Dubey,5,2026-01-05 21:28:46,खाने में स्वाद नहीं आ रहा है थोड़ा ठीक से बनाए धन्यवाद 👍,0,4.99.0,"Hey there, appreciate you for rating us 5-star and giving us your honest feedback. Do elaborate your concern along with the necessary details by writing an email at swiggysocial@swiggy.in from your registered email ID, we'll look into it.",2026-01-05 21:32:35
3824c5a1-7aa2-40f1-bd18-bd95d918662e,Prasanth Arivazagan,5,2026-01-05 21:27:57,super service ❤️,0,4.99.1,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2026-01-05 21:32:32
7e807ec5-13bb-4009-be50-1602893c828d,Rao gaming,1,2026-01-05 21:27:35,"worst application, everytime I ordered something it takes 2-3 hours and then it got cancelled",0,,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2026-01-05 21:32:30
c2d658ab-295d-4c8f-9591-5068fa5c8b54,Shobha Shobha,4,2026-01-05 21:27:27,good,0,4.99.1,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in, so we can make our services better.",2026-01-05 22:12:28
ddc74d88-3f03-4810-974c-ca567a5e4d44,Monty Yadav,2,2026-01-05 21:25:53,nice,0,4.99.0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2026-01-05 21:32:33
f32538fc-9596-4523-979f-94abfbf4a37d,Ashu Bajaj,1,2026-01-05 21:25:40,poor service,0,4.99.0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2026-01-05 21:32:32
80471bbe-3f3f-4007-b27a-b554ee2dbec4,DARKNI8,5,2026-01-05 21:25:25,Fast delivery and food was fresh & tasty. Great service by Swiggy 👍,0,4.98.0,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2026-01-05 21:32:33
dd7e0bb2-d6a2-43d9-92fb-ee162a3b15ff,RATNAM RAJU,4,2026-01-05 21:24:58,good,0,4.99.1,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2026-01-05 21:32:34
e3f37013-12a7-4573-bad7-97efebe5964d,Keshar Budha,4,2026-01-05 21:24:35,nice aap 😁,0,4.99.1,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2026-01-05 21:32:31
2edda187-27f3-48d4-a6e3-fa6837a4e020,Swetha K R,1,2026-01-05 21:23:09,Coupon not accepted,0,4.99.1,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2026-01-05 21:32:30
